Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bin Location (product.metafields.custom.bin_location),Box Location (product.metafields.custom.box_location),Language (product.metafields.custom.language),London Code  (product.metafields.custom.londoncode),Notes  (product.metafields.custom.notes),Old Location (product.metafields.custom.product_locate),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),EasyScan Product Bin Location (product.metafields.my_fields.bin_location),Board game mechanics (product.metafields.shopify.board-game-mechanics),Book cover type (product.metafields.shopify.book-cover-type),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Difficulty level (product.metafields.shopify.difficulty-level),Frame style (product.metafields.shopify.frame-style),Gameplay skills (product.metafields.shopify.gameplay-skills),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media access (product.metafields.shopify.media-access),Media theme (product.metafields.shopify.media-theme),Orientation (product.metafields.shopify.orientation),Publication frequency (product.metafields.shopify.publication-frequency),Recommended age group (product.metafields.shopify.recommended-age-group),Target audience (product.metafields.shopify.target-audience),Theme (product.metafields.shopify.theme),Toy/Game material (product.metafields.shopify.toy-game-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
ahmadiyyat-nay-duniya-ko-kiya-diya,احمدیت نے دنیا کو کیا دیا؟,<p>Ahmadiyyat nay duniya ko kiya diya</p>,amibookstore,Media > Books > Print Books,"","Islam Ahmadiyya, Urdu",true,Title,Default Title,,,,,,,,'0748,0.0,shopify,3,deny,manual,2.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/rn-image_picker_lib_temp_7e34b0a6-61ec-4853-af28-e1bdc3d39ad7.jpg?v=1763412800,1,"",false,,,,,,,,,,,,,,01-01-D,,Urdu,URDU 232,,106-E,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.02,true,,,true,,,active
ahmadiyyat-nay-duniya-ko-kiya-diya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/urdu_ahmadiyyat_dunya_ko_kiya_diya_3_1.jpg?v=1763412757,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ahmadiyyat-nay-duniya-ko-kiya-diya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/rn-image_picker_lib_temp_808f52d4-65a6-4571-bbb7-48e62600084f.jpg?v=1763413404,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
essential-guidlines-for-shura-in-english,Essential Guidlines for Shura,<p>Essential Guidelines for Shura</p>,amibookstore,Media > Books > Print Books,"","English, Islam Ahmadiyya, One Cent Books",true,Title,Default Title,,,,,,,,'0942,63.5029318,shopify,8,deny,manual,6.00,,true,false,,,,,'0942,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/essential_guidlines_for_shura_2.jpg?v=1676188697,1,"",false,,,,,,,,,,,,,,01-04-C,1-4-C,English,ENG 192,,104-Q.4,,,,,,,,,,,,,,,,,,,,,,,,,lb,,3.13,true,,,true,,,active
essential-guidlines-for-shura-in-english,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/essential_guidlines_for_shura_1_1.jpg?v=1676188697,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-reality-of-islam,Die Wirklichkeit des Islam,"",amibookstore,Media > Books > Print Books,"","Foreign Languages, German",true,Title,Default Title,,,,,,,,'0728,0.0,shopify,0,deny,manual,4.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_The_Reality_of_Islam_1.jpg?v=1676188691,1,"",false,,,,,,,,,,,,,,,,German,,,219-F,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
women-in-islam-633,Die Frau im Islam.,<p><br></p>,amibookstore,Media > Books > Print Books,"","Foreign Languages, German",true,Title,Default Title,,,,,,,,'0727,31.207155056,shopify,1,deny,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_The_Women_in_Islam_2.jpg?v=1676188686,1,"",false,,,,,,,,,,,,,,08-04-B,8-4-B,German,,,213-A,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
women-in-islam-633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_The_Women_in_Islam_1_1.jpg?v=1676188686,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hadhrat-mirza-ghulam-ahmad-of-qadian-as,Hadhrat Mirza Ghulam Ahmad von Qadian (AS),Hazrat Mirza Ghulam Ahmad of Qadian (AS) <br><br>,amibookstore,Media > Books > Print Books,"","Foreign Languages, German",true,Title,Default Title,,,,,,,,'0726,0.0,shopify,0,deny,manual,4.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Mirza_Ghulam_Ahmad_of_Qadian_2.jpg?v=1676188680,1,"",false,,,,,,,,,,,,,,,,German,,,221-F,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
hadhrat-mirza-ghulam-ahmad-of-qadian-as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Mirza_Ghulam_Ahmad_of_Qadian_1_1.jpg?v=1676188680,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
islamic-prayer,Das islamische Gebetbuch,Islamic Prayer <br> 240 pages,amibookstore,Media > Books > Print Books,"","Foreign Languages, German",true,Title,Default Title,,,,,,,,'0725,178.579316069,shopify,3,deny,manual,4.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_The_Islamic_Prayer_2.jpg?v=1676188675,1,"",false,,,,,,,,,,,,,,08-04-B,8-4-B,German,,,213-A,,,,paperback,,,,,,religion-spirituality,deu-german,,,,,,suitable-for-all-ages; adults,,,,,,,,lb,,,true,,,true,,,active
islamic-prayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_The_Islamic_Prayer_1_1.jpg?v=1676188675,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jihad-in-islam,Jehad im Islam,"",amibookstore,Media > Books > Print Books,"","Foreign Languages, German",true,Title,Default Title,,,,,,,,'0724,45.359237,shopify,1,deny,manual,4.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Jihad_in_Islam_2.jpg?v=1676188669,1,"",false,,,,,,,,,,,,,,09-04-D,9-4-D,German,,,213-D,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
jihad-in-islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Jihad_in_Islam_1_1.jpg?v=1676188669,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visit-to-qadian,Visit to Qadian,Visit to Qadian <br> 44 pages,amibookstore,Media > Books > Print Books,"","Foreign Languages, German",true,Title,Default Title,,,,,,,,'0723,0.0,shopify,0,deny,manual,4.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Visit_to_Qadian_2.jpg?v=1676188664,1,"",false,,,,,,,,,,,,,,,,German,,,212-B.1,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
visit-to-qadian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Visit_to_Qadian_1_1.jpg?v=1676188664,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
islam-and-science,Islam Und Wissenschaft.,"",amibookstore,Media > Books > Print Books,"","Foreign Languages, German",true,Title,Default Title,,,,,,,,'0721,0.0,shopify,1,deny,manual,3.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Islam_and_Science_2.jpg?v=1676188658,1,"",false,,,,,,,,,,,,,,,,German,,,221-F,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
islam-and-science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Islam_and_Science_1_1.jpg?v=1676188658,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khilafat-german-translation,Khilafat,"",amibookstore,Media > Books > Print Books,Books,"Foreign Languages, German",true,Title,Default Title,,,,,,,,'0720,379.883609875,shopify,5,deny,manual,7.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Khilafat_2.jpg?v=1676188651,1,"",false,,,,,,,,,,,,,,11-01-C,11-1-C,German,,,223-B,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
khilafat-german-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Khilafat_1_1.jpg?v=1676188651,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faith-and-reason-german-translation,Glaube Und Vernunft,"",amibookstore,Media > Books > Print Books,"","Foreign Languages, German",true,Title,Default Title,,,,,,,,'0719,53.841414319,shopify,4,deny,manual,10.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Faith_and_Reason_2.jpg?v=1676188646,1,"",false,,,,,,,,,,,,,,11-01-C,11-1-C,German,,,223-B,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
faith-and-reason-german-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Faith_and_Reason_1_1.jpg?v=1676188646,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conditions-of-bai-at-and-responsibilities-of-an-ahmadi-625,Die Bedingungen Des Bai'at.,"<p><br></p>
<p> </p>",amibookstore,Media > Books > Print Books,"","Foreign Languages, German",true,Title,Default Title,,,,,,,,'0718,0.0,shopify,0,deny,manual,5.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Conditions_of_Baiat_2.jpg?v=1676188640,1,"",false,,,,,,,,,,,,,,,,German,,,212-E.3,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
conditions-of-bai-at-and-responsibilities-of-an-ahmadi-625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Conditions_of_Baiat_1_1.jpg?v=1676188640,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
truth-about-ahmadiyyat-and-its-holy-founder-croatian-translation,Truth about Ahmadiyyat and its Holy Founder (Croatioan),Truth about Ahmadiyyat and its Holy Founder <br> 91 Pages,amibookstore,Media > Books > Print Books,Books,"Foreign Languages, Other Languages, sale",true,Title,Default Title,,,,,,,,'0717,155.945056806,shopify,45,deny,manual,2.00,4.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Truth_about_Ahmadiyyat_and_Founder_2.jpg?v=1676188634,1,"",false,,,,,,,,,,,,,,01-01-D,,Croatian,,,223-C; 3002-C-J,,,,paperback,,,,,,religion-spirituality,cro-croatian,,,,,,adults; suitable-for-all-ages,,,,,,,,lb,,,true,,,true,,,active
truth-about-ahmadiyyat-and-its-holy-founder-croatian-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Truth_about_Ahmadiyyat_and_Founder_1_1.jpg?v=1676188634,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gateway-to-the-second-century,Das Tor zum zweiten Jahrhundert des Khilafat-e-Ahmadiyya.,"",amibookstore,Media > Books > Print Books,"","Foreign Languages, German",true,Title,Default Title,,,,,,,,'0716,175.767043375,shopify,0,deny,manual,4.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Gateway_to_the_second_century_2.jpg?v=1676188629,1,"",false,,,,,,,,,,,,,,10-01-C,10-1-C,German,,,223-C,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
gateway-to-the-second-century,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Gateway_to_the_second_century_1_1.jpg?v=1676188629,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commentary-of-sura-kahf,Licht auf das Weltgeschehen.,"",amibookstore,Media > Books > Print Books,"","Foreign Languages, German",true,Title,Default Title,,,,,,,,'0715,0.0,shopify,0,deny,manual,4.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Sura_Al_Kahf_2.jpg?v=1676188624,1,"",false,,,,,,,,,,,,,,,,German,,,223-C,,,,,,,,,,,,,,,,,,,,"",conditions-of-bai-at-and-responsibilities-of-an-ahmadi-625; holy-quran-with-german-translation; islam-a-brief-intro-of-holy-prophet-pbuh; islam-and-its-meaning-for-modern-man; jesus-in-india-808; life-of-mohammad-pbuh; maktubat-e-ahmad-german-translation; die-philosophie-der-lehren-des-islams; how-islam-spread-through-force-or-faith; visit-to-qadian,only manual,,,lb,,,true,,,true,,,active
commentary-of-sura-kahf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Sura_Al_Kahf_1_1.jpg?v=1676188624,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-blessed-model-of-mohammad-saw-and-the-caricatures,Das gesegnete Vorbild des Heiligen Propheten Muhammad (saw) und die Karikaturen.,"",amibookstore,Media > Books > Print Books,"","Foreign Languages, German, One Cent Books",true,Title,Default Title,,,,,,,,'0714,201.258934569,shopify,1,deny,manual,5.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_blessed_model_and_caricatures_1.jpg?v=1676188618,1,"",false,,,,,,,,,,,,,,,,German,,,212-C.1,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
the-blessed-model-of-mohammad-saw-and-the-caricatures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_blessed_model_the_caricatures_1_1.jpg?v=1676188618,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-message-of-peace-620,Botschaft der Versöhnung,<p>A Message of Peace.</p>,amibookstore,Media > Books > Print Books,"","Books by the Promised Messiah, Foreign Languages, German, Other Languages",true,Title,Default Title,,,,,,,,'0713,181.436948,shopify,6,deny,manual,3.00,,true,false,,,,,'9783944277363,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_A_Message_of_Peace_2.jpg?v=1676188612,1,"",false,,,,,,,,,,,,,,10-01-E,10-1-E,German,,,223-E,,,,,,,,,,,,,,,,,,,,"",a-place-of-peace-qadian; blessings-of-prayer-807; christianity-a-journey-from-facts-to-fiction-804; commentary-of-sura-kahf; conditions-of-bai-at-and-responsibilities-of-an-ahmadi-625; faith-and-reason-german-translation; first-muslim-missionary-in-germany; islam-and-science; noah-s-ark-805; the-blessed-model-of-mohammad-saw-and-the-caricatures,only manual,,,lb,,,true,,,true,,,active
a-message-of-peace-620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_A_Message_of_Peace_1_1.jpg?v=1676188612,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maktubat-e-ahmad-german-translation,Briefe des Verheißenen Messias.,<p>Maktubat-e-Ahmad(as)<br><br></p>,amibookstore,Media > Books > Print Books,Books,"Books by the Promised Messiah, Books of the Promised Messiah, Foreign Languages, German",true,Title,Default Title,,,,,,,,'0712,396.89332375,shopify,5,deny,manual,10.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Makutab_e_Ahmad_Vol_1_part_2_2.jpg?v=1676188606,1,"",false,,,,,,,,,,,,,,11-01-D,11-1-C,German,,,223-C,,,,paperback,,,,,,religion-spirituality,deu-german,,,,,,adults,,,,,,,,lb,,,true,,,true,,,active
maktubat-e-ahmad-german-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Makutab_e_Ahmad_Vol_1_part_2_1_1.jpg?v=1676188606,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-will-618,Das Testament.,"",amibookstore,Media > Books > Print Books,"","Foreign Languages, German, Other Languages",true,Title,Default Title,,,,,,,,'0711,0.0,shopify,0,deny,manual,2.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_The_Will_2.jpg?v=1676188601,1,"",false,,,,,,,,,,,,,,,,German,,,217-F,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
the-will-618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_The_Will_1_1.jpg?v=1676188601,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-need-for-the-imam-617,Die Notwendigkeit des Imam.,"",amibookstore,Media > Books > Print Books,"","Foreign Languages, German, Other Languages",true,Title,Default Title,,,,,,,,'0710,0.0,shopify,1,deny,manual,3.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Need_of_Imam_2.jpg?v=1676188595,1,"",false,,,,,,,,,,,,,,,,German,,,217-F,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
the-need-for-the-imam-617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Need_of_Imam_1_1.jpg?v=1676188595,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
die-philosophie-der-lehren-des-islams,Die Philosophie der Lehren des Islams.,"The Philosophy of The Teaching of Islam in German language. Response to five fundamental questions by Hazrat Mirza Ghulam Ahmad (1835-1908), Promised Messiah and Mahdi presented at the Conference of world religions.",amibookstore,Media > Books > Print Books,"","Foreign Languages, German, Other Languages",true,Title,Default Title,,,,,,,,'0709,226.796185,shopify,2,deny,manual,5.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Philosophy_Teachings_of_Islam_2.jpg?v=1676188589,1,"",false,,,,,,,,,,,,,,10-01-E,10-1-E,German,,,223-F,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
die-philosophie-der-lehren-des-islams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Philosophy_Teachings_of_Islam_1_1.jpg?v=1676188589,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selected-verses-of-the-holy-quran-615,Ausgewählte Verse Aus Dem Heiligen Qur-an.,<br>,amibookstore,Media > Books > Print Books,"","Foreign Languages, German, Holy Quran, Selected Verses",true,Title,Default Title,,,,,,,,'0708,138.935342931,shopify,10,deny,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Selected_Verses_Quran_2.jpg?v=1676188583,1,"",false,,,,,,,,,,,,,,11-01-C,11-1-C,German,,,223-B,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
selected-verses-of-the-holy-quran-615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Selected_Verses_Quran_1_1.jpg?v=1676188583,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freedom-of-speech-and-tolerance-in-islam,Meinungsfreiheit & Toleranz im Islam.,"",amibookstore,Media > Books > Print Books,"","Foreign Languages, German",true,Title,Default Title,,,,,,,,'0707,48.126150457,shopify,21,deny,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Freedom_of_Expression_Islam_2.jpg?v=1676188577,1,"",false,,,,,,,,,,,,,,09-04-D,9-4-D,German,,,213-E,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
freedom-of-speech-and-tolerance-in-islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/German_Freedom_of_Expression_Islam_1_1.jpg?v=1676188577,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
revival-of-religion-613,Revival of Religion,Revival of Religion <br> 13 pages,amibookstore,Media > Books > Print Books,"","Books by Khalifatul Masih IV, Foreign Languages, Other Languages",true,Title,Default Title,,,,,,,,'0706,4.5359237,shopify,60,deny,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/Azerbaijani_Revival_of_Religion_2.jpg?v=1676188571,1,"",false,,,,,,,,,,,,,,10-01-D,10-1-D,Azerbaijani,,,224-C,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
revival-of-religion-613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/Azerbaijani_Revival_of_Religion_1_1.jpg?v=1676188571,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
some-distinctive-features-of-islam-azerbaijani,Some Distinctive Features of Islam,Some Distinctive Features of Islam <br> 23 pages,amibookstore,Media > Books > Print Books,"","Foreign Languages, Other Languages",true,Title,Default Title,,,,,,,,'0705,31.7514659,shopify,38,deny,manual,2.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/Azerbaijani_Some_Distinctive_Features_2.jpg?v=1676188565,1,"",false,,,,,,,,,,,,,,09-02-E,9-1-E,Azerbaijani,,,223-H,,,,paperback,,,,,,religion-spirituality,,,,,,,suitable-for-all-ages; adults,,,,,,,,lb,,,true,,,true,,,active
some-distinctive-features-of-islam-azerbaijani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/Azerbaijani_Some_Distinctive_Features_1_1.jpg?v=1676188565,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basic-information-about-ahmadiyyat,Basic Information about Ahmadiyyat,Basic Information about Ahmadiyyat <br> 57 pages,amibookstore,Media > Books > Print Books,"","Albanian, Foreign Languages",true,Title,Default Title,,,,,,,,'0703,0.0,shopify,0,deny,manual,3.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/Albanain_Basic_Info_about_Ahmadiyyat_2.jpg?v=1676188560,1,"",false,,,,,,,,,,,,,,,,Albanian,,,215-D,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
basic-information-about-ahmadiyyat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/Albanain_Basic_Info_about_Ahmadiyyat_1_1.jpg?v=1676188560,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ahmad-and-sara-go-to-mosque,Ahmad and Sara go to Mosque,"Ahmad and Sara go to Mosque <br>
63 pages",amibookstore,Media > Books > Print Books,"","Albanian, Foreign Languages",true,Title,Default Title,,,,,,,,'0702,0.0,shopify,0,deny,manual,3.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/Albanian_Ahmad_Sara_Mosque_2.jpg?v=1676188554,1,"",false,,,,,,,,,,,,,,,,Albanian,,,214-A,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
ahmad-and-sara-go-to-mosque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/Albanian_Ahmad_Sara_Mosque_1_1.jpg?v=1676188554,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
revival-of-religion-albanian-translation,Revival of Religion,"Revival of Religion <br>

13 pages",amibookstore,Media > Books > Print Books,"","Albanian, Books by Khalifatul Masih IV, Foreign Languages",true,Title,Default Title,,,,,,,,'0701,28.349523125,shopify,103,deny,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/Albanian_Revival_of_Religion_2.jpg?v=1676188488,1,"",false,,,,,,,,,,,,,,08-02-C,8-2-C,Albanian,,,223-G,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
revival-of-religion-albanian-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/products/Albanian_Revival_of_Religion_1_1.jpg?v=1676188488,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
